student_id,age,gender,country,education_level,course_category,platform,course_duration_weeks,hours_per_week,quiz_scores_avg,assignment_completion_rate,forum_posts,videos_watched_pct,device,internet_speed,previous_courses_completed,financial_aid,course_price_usd,self_motivation_score,time_management_score,learning_disability,employment_status,completion_status,final_grade,satisfaction_rating
2412,19,Female,USA,High School,Digital Marketing,Pluralsight,14,5,96.03,25.54,14,97.3,Laptop,Slow,20,Yes,10.24,10,10,No,Student,Completed,A,4.9
2413,35,Male,Germany,Master's,Mobile Development,Udemy,41,18,41.34,72.15,18,43.14,Mobile,Fast,4,No,67.44,9,5,Yes,Employed,Completed,F,3.5
2414,25,Male,UK,Master's,Mobile Development,edX,42,7,72.73,32.82,46,39.74,Desktop,Fast,10,No,5.02,4,10,No,Employed,Completed,C,4.7
2415,39,Female,Nigeria,Master's,Web Development,Udemy,13,3,18.4,13.6,86,5.03,Tablet,Fast,1,Yes,9.93,9,6,Yes,Employed,Completed,F,3.3
2416,50,Male,China,Bachelor's,AI/ML,Coursera,29,30,82.28,48.17,99,89.44,Laptop,Fast,1,No,7.57,2,1,No,Employed,Completed,B,4.9
2417,41,Female,France,Bachelor's,Cloud Computing,Udemy,1,16,21.59,82.85,76,14.06,Desktop,Fast,15,No,95.58,1,4,No,Employed,Completed,F,3.1
2418,52,Female,Australia,High School,Web Development,Codecademy,46,15,67.53,84.97,94,33.55,Laptop,Medium,2,Yes,90.14,8,4,No,Employed,In Progress,D,3.2
2419,53,Female,India,Bachelor's,Data Science,Pluralsight,34,8,50.65,84.93,60,42.11,Laptop,Medium,5,No,12.25,6,5,No,Unemployed,Completed,F,3.9
2420,36,Female,Brazil,Bachelor's,AI/ML,Udemy,4,20,14.66,42.09,100,81.01,Tablet,Medium,19,Yes,52.47,10,1,No,Employed,In Progress,F,3.4
2421,55,Female,Brazil,Master's,Data Science,Udemy,28,28,2.49,79.09,89,35.95,Laptop,Slow,3,No,48.9,9,4,No,Employed,Completed,F,2.5
2422,54,Female,Germany,Master's,UX Design,LinkedIn Learning,19,27,93.07,85.02,51,53.15,Tablet,Fast,4,No,59.32,9,7,No,Student,Completed,A,4.7
2423,36,Female,China,PhD,Digital Marketing,Udemy,1,5,12.57,45.95,17,42.87,Laptop,Medium,20,No,128.15,3,6,No,Student,Completed,F,2.8
2424,25,Female,Germany,Master's,Web Development,edX,36,3,70.5,31.87,59,31.18,Laptop,Medium,6,Yes,139.41,2,10,No,Student,Completed,C,4.7
2425,53,Female,USA,High School,Web Development,LinkedIn Learning,43,29,65.27,70.2,46,94.63,Laptop,Fast,6,No,67.81,7,5,No,Employed,Completed,D,4.4
2426,19,Female,Japan,Bachelor's,DevOps,edX,13,27,34.17,90.45,56,79.69,Desktop,Fast,16,Yes,157.65,5,1,No,Student,Completed,F,3.8
2427,35,Male,Canada,High School,AI/ML,Coursera,50,5,18.54,97.22,32,17.44,Laptop,Fast,5,No,83.57,10,8,No,Unemployed,Completed,F,3.5
2428,32,Male,India,High School,Digital Marketing,edX,42,9,17.83,29.02,31,55.47,Laptop,Slow,3,Yes,104.48,6,5,No,Employed,Completed,F,3.6
2429,22,Female,Canada,Bachelor's,AI/ML,Udemy,5,27,58.53,95.62,3,79.66,Mobile,Fast,1,No,29.11,5,8,No,Student,Dropped,F,1.7
2430,19,Male,Japan,Bachelor's,Mobile Development,Udemy,33,16,54.69,49.93,40,57.98,Laptop,Medium,5,No,46.58,4,6,No,Student,Dropped,F,1.7
2431,44,Male,India,Bachelor's,Cloud Computing,Udemy,14,29,87.59,30.6,18,49.38,Laptop,Fast,6,Yes,145.51,1,7,No,Employed,Dropped,F,2.7
2432,29,Female,Canada,High School,Data Science,Udemy,16,14,64.0,98.84,6,7.21,Desktop,Medium,1,Yes,195.41,4,10,No,Employed,In Progress,D,3.3
2433,18,Male,India,High School,Web Development,Codecademy,32,18,81.93,87.78,98,10.61,Laptop,Medium,17,Yes,140.93,10,10,No,Employed,Completed,B,5.0
2434,39,Male,Germany,High School,Cybersecurity,LinkedIn Learning,50,7,3.24,69.24,25,24.52,Tablet,Fast,9,No,10.84,3,1,No,Employed,In Progress,F,2.9
2435,52,Non-binary,UK,High School,Blockchain,LinkedIn Learning,27,15,67.1,89.49,86,51.34,Desktop,Medium,6,No,28.58,3,6,No,Student,In Progress,D,3.2
2436,31,Female,Mexico,High School,Data Science,edX,35,26,23.37,68.15,97,98.73,Desktop,Fast,8,No,89.16,5,3,No,Employed,Completed,F,3.2
2437,19,Male,India,Bachelor's,Cybersecurity,Coursera,3,8,25.28,44.04,50,80.23,Laptop,Medium,18,Yes,146.51,1,3,No,Employed,Dropped,F,1.3
2438,39,Non-binary,Japan,Master's,Web Development,Udemy,4,3,72.06,94.8,55,11.01,Desktop,Slow,18,Yes,33.19,6,3,No,Employed,Dropped,F,2.3
2439,49,Non-binary,Germany,Bachelor's,Mobile Development,Pluralsight,7,11,79.34,96.32,70,71.73,Laptop,Slow,1,No,150.16,2,6,No,Student,Completed,C,4.4
2440,45,Male,Mexico,Bachelor's,Digital Marketing,Udemy,13,20,37.17,31.42,74,81.05,Laptop,Fast,11,No,111.17,1,8,No,Employed,Dropped,F,1.8
2441,33,Male,Germany,High School,AI/ML,edX,41,29,79.01,35.44,50,41.43,Laptop,Medium,18,No,154.91,8,3,No,Unemployed,Completed,C,4.8
2442,34,Female,USA,PhD,Web Development,Udemy,3,27,44.37,38.27,7,33.01,Laptop,Medium,5,No,111.53,10,3,No,Student,Completed,F,3.8
2443,46,Female,Australia,High School,Data Science,Codecademy,17,26,85.76,82.21,12,58.46,Tablet,Fast,0,No,120.5,3,5,No,Employed,In Progress,B,4.4
2444,34,Female,Brazil,Master's,Cybersecurity,Codecademy,47,18,2.49,79.11,31,51.92,Laptop,Fast,14,Yes,49.75,6,6,No,Student,Dropped,F,1.0
2445,34,Female,USA,Master's,AI/ML,Coursera,10,15,8.35,98.31,33,26.52,Desktop,Fast,18,Yes,144.04,2,6,No,Student,Completed,F,3.0
2446,37,Female,Japan,Master's,Web Development,LinkedIn Learning,47,10,77.64,46.52,17,39.74,Laptop,Medium,13,Yes,168.8,5,7,No,Employed,Completed,C,5.0
2447,39,Male,China,High School,DevOps,Coursera,1,29,62.41,73.68,78,54.44,Desktop,Slow,12,No,174.26,9,7,No,Employed,Completed,D,4.1
2448,27,Female,Nigeria,Bachelor's,AI/ML,edX,28,25,55.9,85.67,54,57.99,Laptop,Fast,4,No,5.89,7,3,No,Student,Completed,F,4.3
2449,45,Male,China,High School,Cloud Computing,Coursera,10,3,61.4,22.12,42,53.17,Tablet,Fast,1,No,124.92,4,5,Yes,Unemployed,Completed,D,4.1
2450,53,Female,Brazil,High School,Web Development,Coursera,7,15,93.02,62.06,23,84.61,Desktop,Slow,14,No,197.91,3,1,No,Employed,Completed,A,5.0
2451,46,Female,Germany,High School,Data Science,Coursera,39,25,65.55,54.77,20,3.17,Laptop,Medium,15,No,117.38,9,1,No,Employed,In Progress,D,3.6
2452,51,Male,UK,Master's,AI/ML,DataCamp,3,29,64.75,74.28,17,33.3,Laptop,Fast,6,Yes,34.25,4,2,No,Employed,Completed,D,4.3
2453,34,Female,Nigeria,Master's,Cloud Computing,Pluralsight,7,23,75.95,69.54,13,74.98,Laptop,Medium,5,No,175.52,5,2,No,Employed,In Progress,C,3.6
2454,51,Male,Japan,High School,AI/ML,Coursera,9,6,86.66,81.28,52,65.18,Tablet,Fast,16,Yes,52.86,6,7,No,Employed,Completed,B,4.6
2455,45,Male,Brazil,Bachelor's,Mobile Development,edX,40,11,26.19,31.11,18,91.83,Laptop,Fast,0,No,9.0,10,5,No,Student,Completed,F,3.4
2456,48,Female,France,PhD,AI/ML,Udemy,35,28,61.67,21.64,76,58.8,Desktop,Fast,5,Yes,86.1,5,3,No,Employed,Dropped,F,1.6
2457,33,Male,Mexico,Bachelor's,Web Development,Udemy,26,11,58.4,80.52,56,63.82,Tablet,Slow,5,Yes,20.05,9,7,No,Student,In Progress,F,3.6
2458,43,Female,Mexico,Bachelor's,Blockchain,Codecademy,5,19,13.48,36.06,63,70.49,Tablet,Fast,3,No,23.05,1,3,No,Student,In Progress,F,2.7
2459,26,Male,China,Bachelor's,AI/ML,Coursera,13,27,52.03,28.76,79,18.62,Tablet,Medium,7,No,92.66,6,3,No,Employed,Completed,F,3.7
2460,48,Female,Australia,Master's,Web Development,LinkedIn Learning,45,23,6.96,33.68,1,75.32,Laptop,Slow,8,No,122.54,4,4,No,Student,Dropped,F,1.0
2461,32,Female,Nigeria,Bachelor's,Data Science,Udemy,30,27,18.5,6.64,56,29.99,Laptop,Fast,9,Yes,181.08,4,5,No,Student,Completed,F,3.4
2462,21,Female,France,Master's,Digital Marketing,Coursera,40,30,91.3,77.31,33,42.45,Laptop,Medium,7,No,141.05,3,8,No,Student,Completed,A,4.0
2463,19,Female,Germany,Bachelor's,Digital Marketing,edX,50,3,11.92,71.52,48,1.4,Laptop,Fast,1,No,168.52,5,9,No,Student,In Progress,F,2.6
2464,35,Female,China,High School,Data Science,DataCamp,39,13,57.89,55.27,89,84.36,Laptop,Fast,19,No,82.36,8,5,No,Employed,Completed,F,4.1
2465,42,Male,UK,High School,AI/ML,Pluralsight,10,27,32.35,71.61,53,95.35,Tablet,Fast,16,No,63.72,4,8,Yes,Employed,Completed,F,3.7
2466,30,Male,Nigeria,High School,Cloud Computing,Coursera,42,22,55.53,37.31,21,6.02,Desktop,Fast,0,No,118.57,7,3,No,Employed,Completed,F,4.2
2467,21,Male,Brazil,Bachelor's,Blockchain,Pluralsight,23,8,23.5,29.54,83,63.52,Laptop,Fast,13,Yes,139.1,8,7,No,Employed,In Progress,F,2.7
2468,29,Male,India,High School,AI/ML,DataCamp,11,21,44.44,86.23,92,96.08,Laptop,Fast,4,No,113.65,5,3,No,Student,Completed,F,4.0
2469,26,Female,UK,Master's,Mobile Development,Udemy,12,11,86.73,42.25,81,60.69,Laptop,Fast,8,No,52.9,10,10,No,Employed,Completed,B,4.8
2470,54,Male,Nigeria,Bachelor's,AI/ML,Udemy,13,11,37.62,19.59,92,79.8,Laptop,Medium,19,Yes,73.94,1,3,No,Student,In Progress,F,2.6
2471,24,Female,India,Master's,Web Development,Coursera,40,13,35.3,74.9,43,11.81,Tablet,Fast,16,No,89.66,8,4,No,Employed,Completed,F,3.3
2472,41,Female,Germany,PhD,Data Science,Udemy,49,3,44.61,33.59,90,24.48,Mobile,Fast,5,Yes,2.83,10,2,No,Student,Completed,F,3.7
2473,31,Male,Brazil,Master's,Web Development,LinkedIn Learning,46,6,10.05,21.19,34,34.57,Desktop,Medium,0,No,175.97,3,7,No,Student,Dropped,F,1.6
2474,20,Female,France,PhD,AI/ML,Udemy,49,24,38.73,2.72,28,98.12,Tablet,Slow,17,No,102.28,4,6,No,Employed,Completed,F,4.5
2475,25,Male,Mexico,Bachelor's,Blockchain,Coursera,51,10,0.69,97.06,5,78.18,Laptop,Fast,10,No,150.21,10,3,No,Student,Completed,F,3.6
2476,18,Female,France,High School,Web Development,Udemy,16,19,50.34,46.73,36,88.57,Laptop,Slow,3,No,34.38,7,1,No,Employed,Dropped,F,1.5
2477,28,Male,France,Master's,AI/ML,edX,9,12,84.79,16.18,88,48.71,Desktop,Medium,19,Yes,111.33,9,10,Yes,Employed,Completed,B,4.8
2478,45,Female,France,Master's,Data Science,edX,52,29,55.21,75.78,84,71.68,Desktop,Fast,5,No,185.23,4,3,No,Employed,Completed,F,4.1
2479,21,Non-binary,Mexico,Master's,Digital Marketing,LinkedIn Learning,10,14,60.77,88.77,57,73.16,Mobile,Medium,7,Yes,42.86,4,4,No,Employed,Completed,D,4.2
2480,32,Male,USA,Bachelor's,Blockchain,Coursera,29,11,3.06,52.8,63,56.89,Laptop,Slow,18,No,69.17,6,10,No,Student,Completed,F,3.3
2481,34,Male,Mexico,Bachelor's,Web Development,edX,9,27,85.95,2.84,30,87.8,Laptop,Fast,14,No,77.66,9,1,No,Employed,Completed,B,5.0
2482,50,Female,Japan,High School,AI/ML,Udemy,33,21,38.5,36.51,49,15.83,Tablet,Fast,18,No,76.66,4,8,Yes,Employed,In Progress,F,2.9
2483,41,Male,USA,Bachelor's,Data Science,DataCamp,24,25,97.49,24.31,79,5.75,Desktop,Medium,1,No,120.12,10,2,No,Student,Completed,A,5.0
2484,20,Female,USA,High School,AI/ML,Udemy,35,30,12.05,63.64,59,30.41,Laptop,Fast,3,Yes,78.75,8,3,No,Student,Dropped,F,1.9
2485,44,Female,Nigeria,High School,Data Science,Coursera,11,30,94.47,51.89,13,8.83,Laptop,Fast,3,Yes,134.81,3,5,No,Employed,Completed,A,5.0
2486,52,Male,Mexico,Bachelor's,AI/ML,Coursera,39,26,63.43,35.57,69,6.03,Laptop,Medium,11,No,96.91,2,9,No,Employed,In Progress,D,3.9
2487,35,Female,China,Bachelor's,Cloud Computing,Udemy,50,10,5.23,64.85,10,41.91,Laptop,Medium,17,Yes,31.53,4,6,No,Student,In Progress,F,3.0
2488,36,Female,Australia,High School,Cybersecurity,Coursera,13,3,97.17,58.44,26,20.05,Mobile,Fast,11,Yes,189.71,4,3,No,Employed,Completed,A,4.6
2489,25,Female,Australia,Master's,Web Development,LinkedIn Learning,23,13,1.39,90.65,68,79.01,Laptop,Fast,18,No,47.9,7,3,No,Student,Dropped,F,1.0
2490,20,Female,Nigeria,Master's,AI/ML,Pluralsight,25,28,73.07,59.68,78,57.98,Desktop,Medium,14,No,112.49,7,8,Yes,Employed,Completed,C,4.5
2491,51,Male,Japan,Bachelor's,Cybersecurity,Udemy,50,27,88.95,50.77,37,36.06,Laptop,Medium,9,No,12.14,9,4,No,Unemployed,Completed,B,4.8
2492,21,Male,Canada,Bachelor's,Cybersecurity,edX,16,18,17.58,82.37,61,28.65,Laptop,Medium,6,No,183.72,10,5,No,Unemployed,Completed,F,3.4
2493,41,Non-binary,China,PhD,Data Science,LinkedIn Learning,48,27,34.34,20.24,52,56.31,Tablet,Medium,1,No,185.6,2,4,No,Employed,In Progress,F,3.3
2494,19,Female,Canada,High School,Mobile Development,Udemy,21,13,56.12,24.36,79,43.4,Tablet,Fast,12,Yes,72.91,4,9,No,Student,In Progress,F,3.4
2495,54,Male,India,Bachelor's,AI/ML,Coursera,10,30,67.98,78.36,17,5.57,Laptop,Medium,15,Yes,24.2,3,8,No,Unemployed,Completed,D,4.4
2496,54,Female,France,High School,Web Development,Udemy,41,24,87.19,44.24,96,66.52,Desktop,Fast,20,No,154.0,3,7,No,Student,Completed,B,5.0
2497,50,Male,China,Bachelor's,Data Science,Codecademy,40,14,76.11,40.92,98,49.98,Mobile,Medium,7,No,52.45,7,4,No,Unemployed,Dropped,F,1.9
2498,16,Male,Nigeria,Bachelor's,UX Design,Pluralsight,19,30,36.33,88.71,51,27.69,Desktop,Medium,0,No,140.12,10,9,No,Employed,Completed,F,3.6
2499,39,Female,Brazil,Bachelor's,Web Development,Coursera,35,14,82.17,61.01,23,29.04,Desktop,Fast,16,No,183.03,6,8,No,Unemployed,Dropped,F,2.1
2500,51,Male,Canada,High School,Mobile Development,Udemy,28,7,96.61,80.29,98,45.28,Laptop,Fast,14,Yes,118.05,3,8,No,Employed,Completed,A,4.8
2501,21,Female,Japan,High School,AI/ML,Pluralsight,41,12,22.7,80.98,6,82.76,Laptop,Fast,13,Yes,172.25,8,10,No,Unemployed,In Progress,F,3.1
2502,46,Male,Japan,Bachelor's,AI/ML,edX,2,25,7.41,12.0,13,42.31,Desktop,Medium,6,No,44.93,8,2,Yes,Employed,Completed,F,3.4
2503,35,Female,China,Bachelor's,Cloud Computing,Pluralsight,51,4,42.66,65.37,49,83.96,Laptop,Fast,18,No,182.09,7,5,No,Student,Completed,F,3.7
2504,39,Male,USA,Bachelor's,Data Science,Udemy,30,16,88.14,95.25,93,42.49,Laptop,Fast,9,No,45.33,9,6,No,Employed,Completed,B,4.8
2505,40,Female,Brazil,High School,Web Development,DataCamp,40,19,15.03,48.0,23,82.99,Laptop,Fast,19,Yes,45.16,3,6,No,Employed,Completed,F,3.3
2506,51,Female,Germany,Bachelor's,Web Development,Pluralsight,50,10,88.58,73.22,78,93.15,Desktop,Medium,10,Yes,175.97,5,9,No,Employed,Completed,B,4.4
2507,36,Male,Brazil,High School,Mobile Development,Coursera,40,16,99.22,56.67,12,2.06,Desktop,Fast,19,No,110.98,6,4,No,Employed,Completed,A,5.0
2508,45,Female,Nigeria,High School,AI/ML,edX,5,5,5.4,20.48,18,6.23,Tablet,Fast,20,No,159.89,9,7,No,Employed,Completed,F,2.9
2509,39,Male,Japan,Bachelor's,AI/ML,Coursera,38,27,49.53,19.52,28,13.4,Mobile,Medium,4,No,160.5,4,9,No,Employed,In Progress,F,3.1
2510,45,Male,India,Bachelor's,Web Development,Udemy,42,16,32.89,43.38,21,12.21,Desktop,Medium,6,Yes,129.39,5,5,No,Student,In Progress,F,3.0
2511,37,Female,France,High School,Cybersecurity,LinkedIn Learning,15,1,39.37,48.3,1,45.45,Laptop,Fast,11,No,37.81,9,6,No,Unemployed,Completed,F,3.6
2512,43,Male,Canada,High School,Web Development,Udemy,36,5,45.16,50.31,76,76.4,Mobile,Fast,1,No,138.42,4,1,No,Student,Completed,F,4.3
2513,22,Female,Canada,Bachelor's,Web Development,LinkedIn Learning,3,13,73.97,95.5,35,96.13,Laptop,Medium,6,No,12.73,2,7,No,Student,Dropped,F,1.8
2514,50,Female,India,High School,Web Development,Udemy,24,13,59.13,10.03,37,41.78,Tablet,Medium,20,No,40.13,9,5,No,Employed,Dropped,F,2.1
2515,43,Female,UK,Bachelor's,Cybersecurity,LinkedIn Learning,41,3,96.12,38.05,17,68.85,Mobile,Fast,4,No,128.58,3,4,No,Employed,In Progress,A,3.8
2516,29,Male,France,Bachelor's,AI/ML,Udemy,48,17,33.28,51.45,50,63.55,Laptop,Fast,11,Yes,181.56,6,3,No,Employed,In Progress,F,2.9
2517,25,Male,China,High School,AI/ML,Pluralsight,48,19,54.15,96.31,14,39.32,Desktop,Fast,3,Yes,154.34,9,1,No,Employed,In Progress,F,2.7
2518,31,Male,Nigeria,High School,Cloud Computing,Coursera,47,5,81.33,50.43,98,72.11,Mobile,Fast,20,Yes,66.49,3,5,No,Employed,In Progress,B,3.3
2519,31,Female,Japan,Master's,UX Design,Udemy,41,5,37.3,77.53,51,59.2,Laptop,Fast,20,No,164.74,8,3,No,Student,Completed,F,3.5
2520,46,Female,Australia,Bachelor's,Digital Marketing,edX,49,15,46.53,74.93,16,75.99,Desktop,Fast,18,Yes,193.32,9,8,No,Employed,Completed,F,4.1
2521,40,Female,Mexico,Bachelor's,AI/ML,Udemy,12,10,68.5,56.64,76,19.36,Laptop,Medium,2,No,66.39,3,4,No,Employed,Dropped,F,2.0
2522,28,Male,India,Bachelor's,Cloud Computing,Udemy,8,12,86.07,13.07,21,36.03,Desktop,Fast,16,No,37.37,3,3,No,Employed,In Progress,B,4.1
2523,21,Male,India,Bachelor's,Blockchain,Udemy,14,24,41.57,21.88,53,67.12,Mobile,Medium,3,No,39.5,4,1,No,Employed,Completed,F,4.0
2524,24,Male,Brazil,Master's,AI/ML,Skillshare,18,11,53.2,24.01,51,12.48,Desktop,Fast,8,Yes,80.06,1,10,No,Student,Completed,F,4.1
2525,51,Male,China,Bachelor's,AI/ML,Coursera,44,1,97.51,3.87,84,77.04,Laptop,Medium,1,No,10.46,2,2,No,Employed,Dropped,F,2.3
2526,35,Male,China,High School,Data Science,Pluralsight,46,23,4.25,37.92,89,13.34,Tablet,Slow,9,No,97.55,1,10,No,Unemployed,In Progress,F,2.4
2527,33,Male,Australia,Bachelor's,Mobile Development,edX,20,21,44.82,61.05,45,32.45,Tablet,Fast,19,No,146.46,3,2,No,Employed,Completed,F,3.8
2528,36,Male,Mexico,Bachelor's,Web Development,Udemy,23,3,63.6,14.43,3,23.75,Mobile,Fast,8,No,106.09,6,1,No,Employed,In Progress,D,3.6
2529,19,Male,China,Bachelor's,Data Science,LinkedIn Learning,5,4,0.84,17.5,6,6.1,Laptop,Medium,7,No,194.01,8,8,No,Student,Dropped,F,1.2
2530,48,Male,USA,Bachelor's,Cybersecurity,Codecademy,1,19,59.68,70.7,9,27.07,Mobile,Medium,17,Yes,92.34,5,5,No,Unemployed,Completed,F,4.3
2531,42,Male,Japan,Master's,Mobile Development,edX,45,24,5.62,16.93,14,91.15,Laptop,Fast,10,No,2.65,8,2,No,Student,Completed,F,3.1
2532,22,Male,Nigeria,Bachelor's,AI/ML,Codecademy,46,20,85.76,13.53,25,2.69,Tablet,Fast,18,No,94.02,6,8,No,Student,Completed,B,4.2
2533,21,Male,USA,High School,Digital Marketing,Coursera,2,3,80.71,97.78,79,1.68,Laptop,Fast,17,Yes,185.98,1,10,No,Employed,Completed,B,4.8
2534,30,Female,UK,High School,Mobile Development,LinkedIn Learning,16,18,3.23,1.47,39,70.43,Mobile,Fast,18,No,19.17,3,5,No,Employed,Completed,F,3.3
2535,33,Male,Nigeria,Bachelor's,AI/ML,Udemy,5,3,4.88,32.54,97,36.69,Laptop,Medium,16,No,44.59,2,10,No,Unemployed,Completed,F,2.7
2536,47,Male,Japan,High School,Cybersecurity,Udemy,22,7,75.36,3.49,60,22.97,Desktop,Medium,19,No,143.11,6,5,No,Student,In Progress,C,3.9
2537,26,Male,France,High School,Cybersecurity,edX,1,22,36.95,83.8,80,50.89,Desktop,Fast,16,No,58.82,8,2,No,Employed,Completed,F,3.9
2538,35,Male,Germany,Bachelor's,Blockchain,edX,12,26,57.5,58.35,15,26.67,Mobile,Fast,14,No,153.05,6,8,No,Student,Completed,F,4.5
2539,39,Male,Japan,Bachelor's,Cloud Computing,Udemy,19,28,27.03,4.8,97,39.2,Tablet,Fast,15,Yes,83.86,4,3,Yes,Student,Completed,F,3.5
2540,30,Male,Japan,PhD,Blockchain,Udemy,22,29,17.3,61.54,92,71.53,Laptop,Slow,16,Yes,159.21,4,4,No,Employed,Completed,F,3.0
2541,22,Female,Australia,High School,Web Development,LinkedIn Learning,42,21,29.61,12.31,17,11.69,Laptop,Fast,7,No,110.31,9,5,No,Employed,In Progress,F,2.8
2542,36,Male,France,High School,Web Development,edX,44,24,24.67,49.57,74,95.97,Mobile,Fast,6,No,16.49,1,10,No,Employed,Dropped,F,1.6
2543,41,Male,USA,High School,Data Science,Udemy,51,27,44.83,66.94,75,4.25,Desktop,Fast,20,Yes,77.23,2,9,No,Employed,Completed,F,3.5
2544,29,Female,Mexico,Bachelor's,AI/ML,Udemy,48,1,74.67,14.85,100,80.65,Desktop,Fast,3,Yes,66.65,4,2,No,Unemployed,Completed,C,4.2
2545,52,Male,Brazil,High School,Mobile Development,Pluralsight,17,19,55.41,49.71,1,72.46,Tablet,Medium,6,No,162.02,3,8,No,Unemployed,Dropped,F,1.9
2546,36,Male,Australia,Bachelor's,Web Development,Pluralsight,13,18,60.92,45.74,53,28.21,Desktop,Medium,10,No,124.98,9,5,No,Student,Completed,D,4.3
2547,33,Female,Japan,High School,Data Science,Udemy,39,2,47.01,91.58,17,11.83,Laptop,Fast,2,No,155.48,5,9,No,Student,Completed,F,4.0
2548,20,Female,Brazil,Bachelor's,Data Science,Udemy,28,28,32.47,99.57,53,85.24,Laptop,Medium,1,Yes,74.43,8,9,No,Employed,Completed,F,3.4
2549,18,Male,Nigeria,Master's,AI/ML,Udemy,3,27,14.35,65.45,37,67.96,Tablet,Medium,0,No,138.35,4,10,No,Employed,Completed,F,3.2
2550,38,Female,France,High School,Web Development,Codecademy,5,12,35.46,85.49,96,29.09,Desktop,Medium,5,Yes,13.05,4,3,No,Employed,Completed,F,4.3
2551,41,Male,Nigeria,Bachelor's,Web Development,Pluralsight,36,17,66.52,64.69,72,1.69,Desktop,Fast,13,No,7.34,10,9,No,Student,Completed,D,3.9
2552,52,Male,Canada,Bachelor's,Digital Marketing,Coursera,15,21,73.38,87.63,14,93.85,Desktop,Slow,3,No,57.49,3,7,No,Employed,Completed,C,4.4
2553,39,Female,Brazil,Master's,AI/ML,Pluralsight,17,21,46.92,43.33,63,40.43,Laptop,Medium,15,No,154.74,9,9,No,Employed,Dropped,F,1.8
2554,34,Male,India,Bachelor's,Cybersecurity,Coursera,44,3,64.5,60.8,91,17.63,Desktop,Fast,9,Yes,106.82,10,7,No,Student,Completed,D,4.6
2555,40,Male,Australia,Bachelor's,AI/ML,Udemy,46,12,21.05,84.52,7,91.18,Desktop,Medium,4,No,81.76,2,8,No,Employed,Completed,F,3.6
2556,36,Female,Australia,Master's,Cloud Computing,Codecademy,29,28,86.01,91.81,45,35.9,Laptop,Fast,10,No,179.33,3,4,No,Employed,Completed,B,4.5
2557,27,Female,India,Bachelor's,Web Development,Codecademy,4,25,86.59,2.47,99,46.33,Desktop,Fast,0,No,99.47,3,5,No,Employed,Completed,B,4.5
2558,48,Male,Canada,Bachelor's,Blockchain,Pluralsight,32,12,32.03,10.4,38,69.86,Desktop,Fast,16,No,122.68,3,6,No,Employed,Completed,F,3.2
2559,19,Female,China,High School,Cybersecurity,edX,49,6,54.77,93.12,51,81.94,Laptop,Medium,13,Yes,197.17,4,4,No,Student,Dropped,F,1.7
2560,22,Male,China,Bachelor's,Web Development,Udemy,43,30,60.67,56.85,7,10.02,Mobile,Fast,6,No,104.48,5,8,No,Employed,In Progress,D,3.8
2561,37,Female,China,Master's,Data Science,Codecademy,38,10,47.24,99.02,49,89.87,Laptop,Fast,13,No,156.7,6,5,No,Unemployed,Completed,F,3.6
2562,48,Male,China,PhD,Data Science,LinkedIn Learning,4,30,91.11,79.26,49,93.25,Tablet,Slow,0,Yes,82.77,5,3,No,Student,In Progress,A,4.3
2563,32,Male,USA,Master's,Digital Marketing,Udemy,13,22,73.97,81.81,82,25.93,Mobile,Slow,5,No,7.27,9,1,No,Student,Completed,C,5.0
2564,39,Male,India,Master's,Cybersecurity,edX,20,26,67.25,38.61,67,49.74,Desktop,Fast,6,No,166.89,7,1,No,Employed,Completed,D,4.2
2565,49,Male,Nigeria,Bachelor's,AI/ML,Codecademy,47,6,52.01,25.75,26,85.79,Laptop,Fast,10,No,188.88,7,8,No,Student,Completed,F,4.2
2566,43,Male,Canada,Master's,Web Development,Codecademy,18,14,8.48,59.83,76,48.73,Laptop,Medium,9,Yes,86.88,7,3,No,Student,Completed,F,3.0
2567,54,Female,Nigeria,Bachelor's,Mobile Development,LinkedIn Learning,49,2,10.78,87.9,37,48.2,Laptop,Slow,20,Yes,100.73,7,10,Yes,Unemployed,Completed,F,3.0
2568,37,Female,Japan,Bachelor's,Mobile Development,LinkedIn Learning,51,11,29.9,72.57,20,61.85,Laptop,Medium,2,No,84.83,2,4,No,Student,In Progress,F,2.6
2569,32,Male,UK,High School,Cybersecurity,Coursera,42,15,21.15,47.22,89,76.74,Laptop,Fast,18,No,199.38,8,7,No,Student,Completed,F,3.7
2570,49,Male,Australia,High School,AI/ML,LinkedIn Learning,37,26,95.25,75.32,44,66.56,Tablet,Fast,1,Yes,180.67,10,1,No,Employed,Completed,A,5.0
2571,21,Male,Brazil,Master's,Digital Marketing,LinkedIn Learning,12,26,40.98,69.04,57,62.66,Tablet,Fast,11,No,8.22,1,6,No,Employed,Completed,F,4.1
2572,21,Female,China,Bachelor's,Cloud Computing,Coursera,25,8,87.66,91.31,22,37.17,Desktop,Fast,11,Yes,155.8,6,1,No,Employed,Completed,B,4.6
2573,49,Female,Brazil,High School,AI/ML,Pluralsight,30,22,81.81,26.36,53,63.01,Desktop,Fast,0,No,120.17,3,3,No,Employed,Completed,B,4.2
2574,16,Non-binary,UK,High School,Data Science,Codecademy,15,13,81.26,11.93,29,10.33,Desktop,Medium,13,Yes,5.03,6,4,No,Unemployed,In Progress,B,3.5
